target,rank,feature,importance
wheel_rotation_reliable,34,wheel_lidar_vx_residual_std,0.0017849497531321169
wheel_rotation_reliable,35,wheel_lidar_vx_residual_persistence,0.0015996337478691772
wheel_rotation_reliable,36,icp_rmse_max,0.001332373647912955
wheel_rotation_reliable,37,lidar_vx_abs_mean,0.001322854606371124
wheel_rotation_reliable,38,imu_roll_pitch_gyro_energy,0.0012758972062495912
wheel_rotation_reliable,39,icp_observability_std,0.001069038156298724
wheel_rotation_reliable,40,wheel_vx_abs_mean,0.0009301044025255689
wheel_rotation_reliable,41,icp_rmse_std,0.0008262141257547142
wheel_rotation_reliable,42,wheel_lidar_vx_normalized_residual_persistence,0.0004803281255749199
wheel_rotation_reliable,43,imu_lidar_yaw_residual_persistence,0.000305426758235347
wheel_rotation_reliable,44,icp_valid_fraction,2.757615302756608e-18
imu_yaw_rate_reliable,1,imu_lidar_yaw_residual_abs_mean,0.1439270857382548
imu_yaw_rate_reliable,2,imu_lidar_yaw_residual_abs_max,0.13568850553775005
imu_yaw_rate_reliable,3,imu_lidar_yaw_residual_mean,0.11463188793154024
imu_yaw_rate_reliable,4,imu_lidar_yaw_residual_std,0.11009942326426898
imu_yaw_rate_reliable,5,imu_lidar_yaw_residual_persistence,0.10037488392162795
imu_yaw_rate_reliable,6,wheel_lidar_yaw_residual_mean,0.06265872393255813
imu_yaw_rate_reliable,7,wheel_lidar_yaw_residual_std,0.04849156210775113
imu_yaw_rate_reliable,8,icp_observability_min,0.036375979544624085
imu_yaw_rate_reliable,9,wheel_lidar_yaw_residual_abs_max,0.03238714973673383
imu_yaw_rate_reliable,10,wheel_imu_yaw_residual_std,0.032371596203393554
imu_yaw_rate_reliable,11,wheel_lidar_yaw_residual_abs_mean,0.03138511738907917
imu_yaw_rate_reliable,12,icp_observability_mean,0.022015234879355562
imu_yaw_rate_reliable,13,wheel_imu_yaw_residual_mean,0.01665831281033875
imu_yaw_rate_reliable,14,wheel_imu_yaw_residual_abs_max,0.016225122204618615
imu_yaw_rate_reliable,15,wheel_lidar_yaw_residual_persistence,0.014162168561718907
imu_yaw_rate_reliable,16,wheel_imu_yaw_residual_persistence,0.013889850874211877
imu_yaw_rate_reliable,17,imu_horizontal_accel_std,0.009818103514015
imu_yaw_rate_reliable,18,wheel_lidar_vx_normalized_residual_abs_max,0.00802485844841665
imu_yaw_rate_reliable,19,imu_horizontal_accel_rms,0.006839571394949241
imu_yaw_rate_reliable,20,wheel_imu_yaw_residual_abs_mean,0.006176929851058569
imu_yaw_rate_reliable,21,wheel_lidar_vx_residual_abs_max,0.00598559593450903
imu_yaw_rate_reliable,22,imu_yaw_rate_abs_mean,0.00598412328305059
imu_yaw_rate_reliable,23,lidar_yaw_rate_abs_mean,0.005524042008766594
imu_yaw_rate_reliable,24,wheel_yaw_rate_abs_mean,0.003597327788789139
imu_yaw_rate_reliable,25,wheel_lidar_vx_normalized_residual_abs_mean,0.0034897701933294376
imu_yaw_rate_reliable,26,wheel_lidar_vx_residual_abs_mean,0.003442562533697421
imu_yaw_rate_reliable,27,wheel_lidar_vx_normalized_residual_std,0.0025373728947241866
imu_yaw_rate_reliable,28,icp_rmse_mean,0.0016867748153653684
imu_yaw_rate_reliable,29,icp_rmse_max,0.0012772606841966578
imu_yaw_rate_reliable,30,wheel_lidar_vx_residual_std,0.0012231550684214654
imu_yaw_rate_reliable,31,imu_horizontal_accel_mad,0.0009019345206736225
imu_yaw_rate_reliable,32,wheel_vx_abs_mean,0.0007238421997728135
imu_yaw_rate_reliable,33,wheel_lidar_vx_residual_persistence,0.0004558284358370166
imu_yaw_rate_reliable,34,icp_rmse_std,0.00024913659127019736
imu_yaw_rate_reliable,35,icp_observability_std,0.00018713704544887232
imu_yaw_rate_reliable,36,icp_inlier_ratio_std,0.00016858788572271768
imu_yaw_rate_reliable,37,wheel_lidar_vx_normalized_residual_mean,0.00016399769155553843
imu_yaw_rate_reliable,38,imu_roll_pitch_gyro_energy,7.114255234071576e-05
imu_yaw_rate_reliable,39,icp_inlier_ratio_min,5.968528348869738e-05
imu_yaw_rate_reliable,40,icp_inlier_ratio_mean,5.3534726943019384e-05
imu_yaw_rate_reliable,41,lidar_vx_abs_mean,1.51200158315963e-05
imu_yaw_rate_reliable,42,wheel_lidar_vx_normalized_residual_persistence,1.4021771331135355e-16
imu_yaw_rate_reliable,43,wheel_lidar_vx_residual_mean,1.0838194027948836e-16
imu_yaw_rate_reliable,44,icp_valid_fraction,8.516095921729647e-18
